Index	First Frame	Number Frames	Frames Missing	Position X [nm]	Position Y [nm]	Precision [nm]	Number Photons	Background variance	Chi square	PSF half width [nm]	Channel	Z Slice
1093	1030	1	0	8921.7	2741.6	9.0	4948	189.08	0.92	148.8	1	1
1094	1031	1	0	9043.2	2958.0	11.2	4464	165.12	1.05	160.0	1	1
1095	1031	1	0	23583.6	19894.8	13.0	4150	424.88	1.13	139.2	1	1
1096	1032	1	0	24697.0	6209.4	13.2	2020	179.80	0.91	116.9	1	1
1097	1033	1	0	23602.3	19921.3	14.5	2547	252.14	1.00	127.8	1	1
1098	1034	1	0	24755.3	6177.8	17.1	3107	177.61	1.09	164.5	1	1
1099	1034	1	0	22894.2	9951.1	11.1	3523	216.46	0.83	136.5	1	1
1100	1034	1	0	10387.6	29777.2	11.9	3361	370.50	1.06	123.2	1	1
1101	1038	1	0	25336.4	16737.4	14.3	3727	255.68	0.90	154.3	1	1
1102	1039	1	0	6767.4	24380.2	15.4	2391	253.85	1.06	127.7	1	1
1103	1039	1	0	22756.5	22936.3	9.4	5065	283.96	1.07	139.1	1	1
1104	1042	1	0	2787.3	15483.3	9.8	2554	154.71	0.81	115.9	1	1
1105	1042	1	0	15336.2	7601.0	8.7	5473	225.21	1.37	141.2	1	1
1106	1043	1	0	18244.7	12642.8	20.7	942	188.73	1.10	97.7	1	1
1107	1043	1	0	10722.1	14163.7	15.8	2322	276.34	1.28	123.3	1	1
1108	1046	1	0	22323.4	24403.5	13.7	2483	234.08	1.01	123.4	1	1
1109	1046	1	0	12130.2	14928.9	12.3	2501	281.72	1.01	114.0	1	1
1110	1046	1	0	5546.1	29427.1	12.6	1905	152.62	0.97	112.8	1	1
1111	1047	1	0	5448.3	29377.4	11.3	2602	165.71	1.03	122.0	1	1
1112	1050	1	0	18908.6	21429.1	18.1	1746	275.59	0.83	118.1	1	1
1113	1050	1	0	9617.9	30180.2	12.6	3587	328.64	0.92	135.8	1	1
1114	1052	1	0	18977.9	4363.5	16.8	849	172.71	1.02	85.8	1	1
1115	1052	1	0	5689.4	20891.5	12.0	1789	122.32	1.06	107.8	1	1
1116	1053	1	0	10958.3	14759.4	14.0	5168	342.91	1.11	167.5	1	1
1117	1054	1	0	22309.4	24389.5	11.3	4000	248.00	0.81	142.8	1	1
1118	1058	1	0	23245.5	29218.6	10.5	2262	180.02	0.83	108.6	1	1
1119	1060	1	0	14147.6	12127.1	12.3	2769	296.96	0.99	118.5	1	1
1120	1062	1	0	2589.4	31687.3	12.5	2854	264.74	0.94	126.3	1	1
1121	1063	1	0	5439.8	14019.9	14.2	3092	323.21	1.03	134.0	1	1
1122	1064	1	0	7812.0	28527.4	13.1	2437	172.08	0.86	128.8	1	1
1123	1064	1	0	22790.0	22610.8	16.3	5069	281.17	1.28	182.9	1	1
1124	1064	1	0	2589.6	31408.5	9.1	5509	291.11	1.22	142.2	1	1
1125	1065	1	0	26973.6	12875.6	12.8	3025	256.90	0.95	130.7	1	1
1126	1066	1	0	30437.7	12190.9	14.4	1756	100.73	0.83	123.7	1	1
1127	1066	1	0	6647.5	12992.7	10.9	3717	327.49	1.02	126.7	1	1
1128	1067	1	0	18251.3	12344.3	19.3	1524	261.01	1.26	112.3	1	1
1129	1069	1	0	8801.3	18592.0	16.9	2102	268.58	0.87	126.0	1	1
1130	1070	1	0	26686.9	11212.5	18.3	5041	517.92	1.43	173.9	1	1
1131	1070	1	0	8769.7	18580.3	13.4	3389	279.90	0.99	139.3	1	1
1132	1071	1	0	22752.2	22990.9	10.9	4256	308.58	1.13	135.6	1	1
1133	1072	1	0	15284.5	27275.7	11.2	3242	250.87	0.94	126.5	1	1
1134	1072	1	0	10147.4	17115.6	8.9	3675	189.62	0.72	127.4	1	1
1135	1074	1	0	3691.0	19626.0	17.0	1482	200.67	0.91	112.4	1	1
1136	1074	1	0	22727.9	22940.0	11.8	4472	448.07	1.29	134.6	1	1
1137	1074	1	0	15516.2	27253.7	8.5	5067	293.39	1.12	130.9	1	1
1138	1075	1	0	22680.0	22860.3	9.6	4639	341.40	0.94	131.6	1	1
1139	1076	1	0	30585.9	16564.1	10.6	3204	201.09	1.06	126.2	1	1
1140	1076	1	0	22592.0	22762.7	8.2	4695	180.33	0.93	135.5	1	1
1141	1077	1	0	1781.6	17384.9	14.6	1532	167.91	0.82	109.5	1	1
1142	1077	1	0	22691.5	22743.2	13.0	5130	569.57	0.99	147.1	1	1
1143	1078	1	0	14914.7	24936.3	13.2	3765	200.60	1.10	151.3	1	1
1144	1079	1	0	11446.3	16219.3	18.6	2091	258.58	1.32	128.7	1	1
1145	1079	1	0	20395.1	24687.1	10.2	1968	98.36	0.74	109.2	1	1
1146	1079	1	0	22643.8	22870.0	13.8	3303	313.56	0.99	136.5	1	1
1147	1080	1	0	13414.5	9376.5	16.7	2388	209.66	0.80	140.3	1	1
1148	1080	1	0	22605.7	22859.6	14.2	2978	269.45	0.95	135.3	1	1
1149	1081	1	0	2539.2	15498.0	12.4	2142	165.49	1.06	116.7	1	1
1150	1083	1	0	30418.8	16682.7	10.4	2157	179.49	0.85	105.8	1	1
1151	1083	1	0	22575.1	22720.3	9.2	2921	172.59	1.03	112.9	1	1
1152	1084	1	0	22588.2	22499.4	10.4	4501	214.28	1.06	145.4	1	1
1153	1084	1	0	20999.9	23458.4	16.6	2401	297.79	1.07	128.5	1	1
1154	1085	1	0	2887.2	20687.1	14.3	1578	131.07	0.85	113.3	1	1
1155	1087	1	0	5634.2	17305.4	13.2	3276	191.28	0.89	146.8	1	1
1156	1089	1	0	15382.6	7313.8	21.0	1611	215.19	1.00	128.4	1	1
1157	1090	1	0	401.5	19440.9	8.4	4388	156.45	0.97	137.0	1	1
1158	1091	1	0	29019.9	16287.8	16.6	2672	330.37	1.16	133.1	1	1
1159	1091	1	0	13547.5	9294.2	12.3	4162	271.57	0.99	148.2	1	1
1160	1092	1	0	10159.0	25537.6	7.5	4505	169.95	0.97	126.9	1	1
1161	1092	1	0	29079.6	16161.5	25.8	1748	242.26	1.15	142.3	1	1
1162	1094	1	0	6821.8	16834.7	8.6	4750	153.23	0.88	144.7	1	1
1163	1095	1	0	16326.5	12627.1	18.8	1199	221.30	0.94	103.5	1	1
1164	1095	1	0	21828.2	21392.9	12.9	3048	277.33	1.04	128.8	1	1
1165	1096	1	0	12546.5	7780.2	17.9	1394	138.42	0.99	117.5	1	1
1166	1096	1	0	13204.1	13048.1	11.1	3404	204.68	0.90	134.2	1	1
1167	1096	1	0	21827.2	21310.2	7.9	5235	374.64	0.86	124.4	1	1
1168	1097	1	0	11551.2	10429.0	20.9	2724	327.26	1.11	152.2	1	1
1169	1098	1	0	30802.7	16342.8	11.5	4063	300.39	0.83	141.5	1	1
1170	1099	1	0	22771.1	23426.2	18.2	3182	304.03	1.01	155.3	1	1
1171	1099	1	0	23255.9	19234.8	26.2	1692	414.30	1.18	128.3	1	1
1172	1101	1	0	25304.2	16645.1	17.3	5428	593.23	1.13	172.5	1	1
1173	1101	1	0	8112.0	18521.8	19.0	2025	269.72	1.11	128.7	1	1
1174	1102	1	0	20589.1	25239.6	24.3	1019	335.67	1.23	99.2	1	1
1175	1102	1	0	1273.4	21917.0	8.7	3217	195.70	0.82	116.8	1	1
1176	1104	1	0	9617.6	6565.8	7.4	4491	219.83	1.20	120.7	1	1
1177	1104	1	0	18305.7	18484.1	19.9	1423	305.49	1.00	108.7	1	1
1178	1104	1	0	21920.6	26697.6	15.6	4845	336.62	1.34	169.7	1	1
1179	1104	1	0	12002.7	13686.8	9.5	3205	192.53	0.85	120.7	1	1
1180	1105	1	0	25318.7	16477.8	17.1	2654	221.50	0.95	146.1	1	1
1181	1106	1	0	26336.9	10310.6	14.0	2609	209.10	1.00	131.3	1	1
1182	1111	1	0	13484.9	9260.5	13.9	3514	288.68	0.88	145.7	1	1
1183	1114	1	0	13570.0	9290.4	11.3	5831	249.65	0.80	172.6	1	1
1184	1117	1	0	11774.1	29243.2	12.7	3151	160.07	0.78	146.7	1	1
1185	1119	1	0	17916.1	6273.1	10.1	3638	193.59	1.11	131.4	1	1
1186	1121	1	0	23679.6	24415.0	18.1	1363	284.01	1.02	102.5	1	1
1187	1121	1	0	12284.2	13758.3	13.3	1852	210.07	1.12	106.1	1	1
1188	1123	1	0	6960.2	31793.7	20.4	2690	437.94	0.92	143.2	1	1
1189	1124	1	0	6052.9	30797.2	21.8	1286	335.25	1.22	106.0	1	1
1190	1125	1	0	22465.3	23931.5	8.3	4463	260.71	0.98	124.2	1	1
1191	1125	1	0	5242.7	20650.5	11.6	2186	218.06	0.96	108.6	1	1
1192	1126	1	0	9875.3	16987.4	12.5	4404	377.07	1.06	144.7	1	1
1193	1126	1	0	22475.7	23841.2	11.0	2893	274.10	0.90	116.6	1	1
1194	1127	1	0	15893.2	9553.7	14.3	2663	311.52	1.12	125.0	1	1
1195	1129	1	0	17776.3	9168.9	11.6	4298	347.52	1.05	139.4	1	1
1196	1129	1	0	7882.4	28465.1	8.0	3695	139.50	1.00	123.0	1	1
1197	1130	1	0	402.9	19187.2	9.5	3371	145.64	0.89	131.6	1	1
1198	1131	1	0	13225.6	9265.0	16.6	5705	554.73	0.98	177.4	1	1
1199	1131	1	0	30627.9	14715.6	26.6	3349	394.72	0.85	185.5	1	1
1200	1132	1	0	30780.2	16364.9	17.0	2048	306.26	1.13	120.6	1	1
1201	1134	1	0	670.5	19678.2	9.1	4956	227.64	1.11	142.0	1	1
1202	1138	1	0	30776.1	16329.8	7.2	3718	165.06	0.73	117.4	1	1
1203	1139	1	0	22794.3	22886.5	25.8	2304	279.74	1.02	160.6	1	1
1204	1140	1	0	12913.5	14665.6	15.7	3957	360.29	1.05	154.6	1	1
1205	1141	1	0	30779.2	16349.0	9.7	4068	288.17	0.98	128.9	1	1
1206	1141	1	0	20161.5	26966.1	18.3	2045	342.33	0.91	123.2	1	1
1207	1141	1	0	12899.3	14690.6	14.8	5513	571.37	1.01	161.9	1	1
1208	1143	1	0	30756.9	16358.9	15.3	3463	366.29	1.00	144.0	1	1
1209	1143	1	0	6637.5	20065.2	10.0	5248	540.84	1.45	129.0	1	1
1210	1145	1	0	20197.1	26949.4	10.9	4741	313.93	1.31	140.7	1	1
1211	1150	1	0	11150.3	27101.0	13.0	2837	261.74	1.10	125.4	1	1
1212	1150	1	0	1559.2	7185.2	16.0	1702	134.91	0.89	125.8	1	1
1213	1152	1	0	883.8	8163.4	10.2	2293	87.08	0.70	125.0	1	1
1214	1154	1	0	5778.0	30455.5	12.2	2765	255.01	0.97	122.3	1	1
1215	1154	1	0	24586.9	10594.1	15.9	1567	177.40	0.95	111.8	1	1
1216	1155	1	0	4180.8	21898.4	11.5	1822	103.13	0.75	113.1	1	1
1217	1156	1	0	13537.8	13204.1	13.2	3678	331.51	1.00	139.1	1	1
1218	1159	1	0	6650.9	30005.6	9.6	3152	200.06	0.90	120.7	1	1
1219	1160	1	0	11188.4	3062.0	11.2	2992	281.14	0.93	121.3	1	1
1220	1160	1	0	23265.9	19704.0	9.4	3408	185.10	0.75	126.3	1	1
1221	1161	1	0	14863.5	11689.1	17.8	3711	323.78	0.93	165.5	1	1
1222	1161	1	0	21086.5	12209.9	8.0	4976	266.39	1.05	128.7	1	1
1223	1162	1	0	14910.0	11735.9	19.7	2187	362.74	1.27	128.7	1	1
1224	1162	1	0	13559.2	13151.7	18.7	1085	308.22	0.96	92.1	1	1
1225	1162	1	0	12826.2	5833.0	12.5	3074	283.42	1.15	127.6	1	1
1226	1165	1	0	1593.8	25076.9	17.3	3055	394.71	1.39	140.0	1	1
1227	1165	1	0	21475.5	23305.5	15.7	2428	251.41	0.87	131.5	1	1
1228	1166	1	0	12730.9	5998.7	14.0	4386	303.38	1.12	159.6	1	1
1229	1166	1	0	22446.3	22732.3	24.4	1075	232.01	1.06	110.1	1	1
1230	1166	1	0	13630.8	26710.0	16.6	4038	295.45	1.02	167.7	1	1
1231	1169	1	0	13651.7	26727.4	16.1	3283	372.73	1.01	142.8	1	1
1232	1173	1	0	21892.6	5791.0	10.9	5357	511.15	1.23	139.5	1	1
1233	1174	1	0	22167.5	5876.2	9.3	4175	172.05	1.00	138.6	1	1
1234	1179	1	0	12499.9	9845.0	17.2	1969	160.63	0.71	137.2	1	1
1235	1180	1	0	15511.7	9112.2	15.8	2397	250.97	0.83	132.7	1	1
1236	1180	1	0	6990.7	27859.1	14.9	1561	194.13	0.79	108.7	1	1
1237	1180	1	0	10655.1	8828.8	8.5	4352	217.26	0.90	130.7	1	1
1238	1181	1	0	1306.9	23987.2	9.9	5448	456.43	1.04	137.8	1	1
1239	1182	1	0	10555.9	9121.7	10.8	4199	250.92	0.81	144.3	1	1
1240	1183	1	0	11742.5	14953.4	15.2	2015	224.81	0.86	120.4	1	1
1241	1184	1	0	7026.4	31610.3	7.2	4763	187.05	0.98	126.7	1	1
1242	1185	1	0	10601.4	9095.0	11.4	3336	155.45	0.98	139.9	1	1
1243	1186	1	0	25898.6	21124.9	9.6	4072	317.81	0.91	126.1	1	1
1244	1188	1	0	13559.5	14486.3	18.9	3840	455.49	1.00	161.1	1	1
1245	1191	1	0	13155.8	13046.1	11.6	2994	271.25	1.05	120.8	1	1
1246	1192	1	0	19011.9	11381.1	13.8	3777	306.67	1.32	144.0	1	1
1247	1201	1	0	11030.9	11158.7	17.6	4698	555.04	1.17	163.5	1	1
1248	1201	1	0	11524.1	19324.2	14.9	2739	202.70	1.02	139.1	1	1
1249	1204	1	0	21985.0	7595.0	13.0	5865	253.50	0.94	184.0	1	1
1250	1206	1	0	22060.2	7551.0	11.8	5631	676.91	1.22	141.1	1	1
1251	1207	1	0	13095.6	25892.1	17.3	1796	211.31	1.06	121.0	1	1
1252	1208	1	0	5869.6	19703.3	13.6	3712	342.41	1.05	141.6	1	1
1253	1208	1	0	15369.4	14100.3	9.0	3758	428.64	1.11	108.7	1	1
1254	1211	1	0	7341.7	20469.2	16.7	1757	154.83	0.97	124.5	1	1
1255	1212	1	0	9300.1	21695.1	11.6	4860	163.41	0.86	170.3	1	1
1256	1212	1	0	20361.8	27776.8	13.2	2713	184.82	0.89	133.5	1	1
1257	1215	1	0	5726.2	21956.1	18.3	3388	174.38	0.95	177.8	1	1
1258	1218	1	0	10594.4	13554.8	12.6	2831	284.30	1.02	122.4	1	1
1259	1219	1	0	10612.6	13554.6	18.7	1981	289.69	1.12	125.1	1	1
1260	1220	1	0	8931.8	4686.1	10.8	2504	153.93	1.02	119.2	1	1
1261	1221	1	0	12860.9	27590.5	8.2	4775	206.53	0.74	136.4	1	1
1262	1224	1	0	21709.4	21584.5	18.8	1672	189.69	1.07	123.4	1	1
1263	1226	1	0	3363.7	22168.8	14.6	1830	184.94	0.88	117.1	1	1
1264	1227	1	0	23997.3	8545.4	13.3	2697	252.54	1.26	123.9	1	1
1265	1229	1	0	24175.3	8524.2	10.7	4618	298.76	1.12	142.2	1	1
1266	1229	1	0	6952.7	21763.3	15.3	1701	189.39	0.93	113.6	1	1
1267	1229	1	0	14314.5	28104.6	16.9	2824	246.18	0.96	146.8	1	1
1268	1230	1	0	22913.4	10458.9	10.0	3059	161.36	0.72	127.7	1	1
1269	1232	1	0	12184.9	9772.4	9.6	3066	186.36	1.10	117.7	1	1
1270	1233	1	0	21578.7	21946.7	19.2	1281	206.50	0.89	109.7	1	1
1271	1234	1	0	13835.0	6392.3	11.3	3170	234.63	0.90	129.0	1	1
1272	1235	1	0	13873.0	6397.1	15.2	1832	163.85	0.80	123.4	1	1
1273	1237	1	0	16286.9	22346.3	20.0	1850	286.06	0.91	126.7	1	1
1274	1237	1	0	11458.7	10358.5	18.4	2361	325.40	1.05	133.4	1	1
1275	1238	1	0	2389.1	16977.4	20.6	1049	212.13	0.95	103.5	1	1
1276	1239	1	0	10220.9	9978.2	9.0	3381	243.94	1.22	113.6	1	1
1277	1239	1	0	10093.9	11882.0	15.2	2853	269.62	0.99	138.0	1	1
1278	1240	1	0	5372.3	20616.2	13.2	2111	219.68	0.77	116.6	1	1
1279	1242	1	0	24495.3	14574.8	9.6	4757	327.29	1.34	132.1	1	1
1280	1242	1	0	2209.9	19078.9	11.2	3353	291.48	1.14	125.2	1	1
1281	1242	1	0	13469.2	9168.2	13.4	3862	162.13	0.85	165.3	1	1
1282	1242	1	0	30801.6	16748.4	14.0	2684	264.26	0.86	130.0	1	1
1283	1243	1	0	11758.5	14931.1	19.1	1698	236.07	1.11	120.9	1	1
1284	1243	1	0	18787.2	25404.7	13.9	3373	235.52	0.99	145.8	1	1
1285	1244	1	0	22749.5	20056.9	16.7	2386	294.73	0.91	130.8	1	1
1286	1245	1	0	23253.0	19646.0	16.1	4099	366.37	1.11	158.8	1	1
1287	1247	1	0	9008.2	28065.7	17.9	1934	265.25	0.99	124.0	1	1
1288	1248	1	0	11727.1	14962.1	11.3	1964	216.36	0.83	102.6	1	1
1289	1248	1	0	9052.3	28028.3	9.6	5081	210.47	0.83	151.6	1	1
1290	1250	1	0	7619.0	19711.0	11.4	3742	292.23	0.88	134.6	1	1
1291	1250	1	0	9223.2	14265.8	8.8	3592	189.80	0.73	125.8	1	1
1292	1252	1	0	16960.0	9971.8	12.8	3248	166.89	0.96	146.0	1	1
1293	1254	1	0	16924.8	9639.6	11.0	2872	146.28	0.85	130.7	1	1
1294	1256	1	0	7989.2	19558.4	13.8	2160	204.89	0.81	121.0	1	1
1295	1256	1	0	16686.9	30462.1	24.5	1288	255.09	1.12	118.6	1	1
1296	1259	1	0	26248.1	9869.3	13.2	2448	210.73	0.89	123.9	1	1
1297	1259	1	0	12726.9	9753.4	13.9	2514	133.05	0.83	140.9	1	1
1298	1260	1	0	9239.5	14269.2	16.5	1905	257.97	0.97	118.9	1	1
1299	1261	1	0	12160.5	12624.7	15.6	1580	172.48	0.94	112.0	1	1
1300	1262	1	0	17693.6	10064.0	16.9	1885	291.98	1.43	112.0	1	1
1301	1263	1	0	14887.7	11823.8	14.6	1822	238.38	1.16	108.5	1	1
1302	1263	1	0	11794.9	13679.0	13.5	2508	348.57	1.13	114.6	1	1
1303	1265	1	0	9330.9	4168.2	9.3	2828	107.14	0.70	127.6	1	1
1304	1269	1	0	7042.9	20131.2	16.0	2291	321.25	0.87	124.1	1	1
1305	1269	1	0	29145.5	16784.3	15.8	2664	241.16	1.01	138.5	1	1
1306	1270	1	0	6941.2	20090.6	14.4	2551	295.40	1.00	124.5	1	1
1307	1271	1	0	22128.0	16465.5	14.6	3556	372.09	1.21	139.9	1	1
1308	1272	1	0	319.2	20878.2	18.7	5680	951.30	1.07	167.4	1	1
1309	1278	1	0	4429.9	28342.0	8.7	4392	230.60	1.19	128.6	1	1
1310	1279	1	0	6858.5	31758.2	11.7	2718	137.48	0.96	131.1	1	1
1311	1279	1	0	20284.0	28421.3	17.8	1694	259.12	0.97	116.1	1	1
1312	1280	1	0	24212.5	7383.4	18.9	2933	384.26	1.14	146.4	1	1
1313	1280	1	0	9992.9	9477.3	17.1	5047	505.08	1.18	171.5	1	1
1314	1281	1	0	11117.9	14513.8	13.2	4879	390.78	0.94	156.5	1	1
1315	1282	1	0	6159.2	31107.0	10.6	3790	233.96	1.03	134.8	1	1
1316	1283	1	0	6005.1	30775.4	16.0	3301	347.55	1.15	144.4	1	1
1317	1286	1	0	16659.9	19620.9	22.6	937	146.47	1.28	103.6	1	1
1318	1289	1	0	12933.1	12323.4	11.4	5342	404.63	0.97	149.8	1	1
1319	1289	1	0	21436.4	27129.1	12.3	3171	300.78	1.07	126.4	1	1
1320	1290	1	0	25436.3	11086.0	13.1	4334	283.19	1.10	153.9	1	1
1321	1291	1	0	25493.9	11081.9	15.0	2774	274.67	1.06	133.4	1	1
1322	1292	1	0	12581.0	9717.5	8.8	5210	347.53	1.21	131.8	1	1
1323	1292	1	0	9682.8	13232.9	10.1	4469	423.06	1.06	127.3	1	1
1324	1293	1	0	25269.9	15848.4	11.8	2692	220.06	0.96	121.5	1	1
1325	1293	1	0	9671.8	13307.4	12.4	2778	220.21	1.03	125.9	1	1
1326	1295	1	0	25456.0	11262.9	15.4	3487	323.21	1.17	146.3	1	1
1327	1295	1	0	11960.6	8855.5	14.5	2282	202.17	0.87	128.1	1	1
1328	1296	1	0	25382.6	11230.3	14.7	2839	244.06	0.83	138.5	1	1
1329	1296	1	0	12005.7	8747.7	10.0	3499	242.77	0.87	126.0	1	1
1330	1297	1	0	11922.9	8735.9	11.2	3231	238.66	0.99	128.1	1	1
1331	1298	1	0	24966.9	11073.6	11.5	4955	292.26	1.17	151.6	1	1
1332	1298	1	0	3403.4	4999.1	11.2	2713	142.75	0.84	131.5	1	1
1333	1299	1	0	9202.4	4151.6	10.1	3805	140.48	0.91	145.4	1	1
1334	1299	1	0	10887.5	7018.1	10.7	3066	249.74	1.13	120.1	1	1
1335	1299	1	0	24857.1	11210.0	13.7	4516	315.72	0.76	161.9	1	1
1336	1301	1	0	6776.0	18514.1	13.9	4913	483.05	1.09	153.6	1	1
1337	1301	1	0	9168.4	4087.5	7.2	5532	134.30	0.89	145.9	1	1
1338	1301	1	0	30704.7	13250.4	19.4	1742	250.34	1.02	123.0	1	1
1339	1301	1	0	24741.1	11031.7	21.1	5374	649.53	1.09	186.7	1	1
1340	1301	1	0	11969.1	27538.3	13.4	2578	175.60	0.81	133.7	1	1
1341	1302	1	0	9168.4	4119.1	9.3	4835	269.84	0.83	141.5	1	1
1342	1302	1	0	22600.2	22687.0	20.3	798	218.29	1.00	87.4	1	1
1343	1303	1	0	25434.4	11537.2	18.6	3209	553.70	1.21	139.5	1	1
1344	1304	1	0	25441.6	11405.0	11.3	4124	362.65	1.20	132.2	1	1
1345	1304	1	0	4602.1	7910.6	16.6	1451	213.69	0.77	110.4	1	1
1346	1305	1	0	20668.2	25151.5	12.9	1821	232.05	0.94	103.2	1	1
1347	1305	1	0	25334.8	11657.6	13.1	3961	335.92	1.00	143.6	1	1
1348	1306	1	0	22701.1	22736.2	20.7	1618	232.14	1.01	124.2	1	1
1349	1306	1	0	25002.9	11647.0	16.8	4173	372.24	1.21	162.3	1	1
1350	1308	1	0	24676.2	11976.9	18.3	3658	329.18	1.10	164.1	1	1
1351	1310	1	0	24855.7	11946.5	14.1	2828	247.07	0.89	133.8	1	1
1352	1311	1	0	7794.9	19541.4	11.7	3971	235.43	1.03	144.0	1	1
1353	1314	1	0	19774.7	12819.1	17.9	1782	275.38	1.09	117.3	1	1
1354	1322	1	0	16285.0	5895.4	9.3	4986	277.41	1.11	138.9	1	1
1355	1326	1	0	1673.6	6873.7	14.3	2049	173.56	0.84	125.9	1	1
1356	1327	1	0	16484.9	3417.0	21.8	1577	216.46	1.03	129.7	1	1
1357	1327	1	0	1632.3	6867.8	14.0	2270	166.21	1.03	130.1	1	1
1358	1328	1	0	13874.5	13705.9	14.0	1583	145.34	0.82	110.0	1	1
1359	1330	1	0	10689.0	13600.6	12.7	2538	203.38	1.02	123.7	1	1
1360	1335	1	0	16433.6	3358.3	12.8	2446	176.44	1.02	126.2	1	1
1361	1341	1	0	22608.7	22880.0	16.9	3388	468.46	1.02	142.1	1	1
1362	1345	1	0	4126.2	21826.4	15.7	2045	205.90	0.92	125.4	1	1
1363	1345	1	0	17463.8	11433.2	17.6	1953	223.71	1.11	126.0	1	1
1364	1349	1	0	21832.9	26509.9	21.3	1354	238.66	1.03	114.8	1	1
1365	1351	1	0	13312.7	9304.3	12.8	4738	173.55	0.81	176.6	1	1
1366	1355	1	0	7035.5	18639.3	13.6	2203	154.05	0.96	125.5	1	1
1367	1356	1	0	8452.0	25226.4	9.6	3639	194.37	0.99	128.1	1	1
1368	1356	1	0	9315.3	19580.1	11.7	4299	309.30	0.76	145.4	1	1
1369	1361	1	0	11074.3	14164.2	12.8	3484	277.89	0.91	138.7	1	1
1370	1361	1	0	23050.6	22813.9	15.8	2043	261.81	1.00	118.7	1	1
1371	1362	1	0	14077.0	8479.9	11.4	4557	273.74	1.15	147.6	1	1
1372	1367	1	0	16535.1	9867.6	16.8	2488	329.55	0.93	131.4	1	1
1373	1369	1	0	16202.6	10200.0	9.2	5163	312.02	1.05	137.4	1	1
1374	1370	1	0	14184.9	13756.2	23.9	4414	665.68	1.32	177.0	1	1
1375	1370	1	0	6955.4	28303.1	9.9	3677	217.44	0.87	131.1	1	1
1376	1371	1	0	21625.6	20571.7	10.9	3331	335.59	0.94	119.9	1	1
1377	1373	1	0	1749.8	22347.6	12.2	2589	215.26	0.90	123.2	1	1
1378	1374	1	0	12763.2	14864.6	11.3	4433	291.57	0.99	144.0	1	1
1379	1377	1	0	10603.2	11838.0	15.1	1961	185.24	1.16	118.9	1	1
1380	1386	1	0	13009.5	12413.4	11.8	5100	240.09	0.85	165.1	1	1
1381	1387	1	0	5450.9	30706.1	8.3	4151	211.58	0.97	126.0	1	1
1382	1388	1	0	25431.5	26418.0	17.4	1647	282.36	0.90	112.0	1	1
1383	1392	1	0	16778.1	10794.3	13.5	1630	138.06	0.83	110.6	1	1
1384	1393	1	0	6540.9	16117.8	15.9	2118	227.48	1.01	125.5	1	1
1385	1394	1	0	945.2	21023.0	10.8	2745	155.64	0.77	127.2	1	1
1386	1396	1	0	756.7	21264.3	12.7	2314	204.04	0.86	120.9	1	1
1387	1398	1	0	20107.5	7280.1	17.0	2853	303.80	1.12	142.5	1	1
1388	1400	1	0	27444.6	11714.6	14.6	3376	273.13	1.15	143.8	1	1
1389	1400	1	0	13049.8	9267.8	16.8	2290	194.82	1.02	137.9	1	1
1390	1401	1	0	12560.8	15371.6	13.9	3697	435.60	1.13	135.5	1	1
1391	1401	1	0	19684.5	24653.5	8.1	4941	290.84	1.31	123.9	1	1
1392	1401	1	0	16808.3	10825.5	15.4	2315	227.33	1.09	127.7	1	1
1393	1402	1	0	25348.1	16461.6	9.0	4126	225.17	0.77	131.8	1	1
1394	1406	1	0	10070.7	13438.9	9.0	5819	357.25	1.02	141.4	1	1
1395	1412	1	0	17324.8	8428.2	8.6	3897	184.36	1.07	126.0	1	1
1396	1415	1	0	31104.9	13243.2	15.6	1814	247.50	0.95	112.9	1	1
1397	1416	1	0	16780.7	10772.9	20.5	1064	283.76	1.29	95.7	1	1
1398	1417	1	0	28151.5	12747.5	9.5	4849	241.72	0.94	142.3	1	1
1399	1418	1	0	28180.0	12751.5	10.1	5819	535.07	1.06	138.7	1	1
1400	1419	1	0	17918.2	9263.1	12.1	3353	286.94	1.04	131.0	1	1
1401	1420	1	0	27947.9	12615.5	13.6	2548	166.87	1.13	130.1	1	1
1402	1421	1	0	10931.5	14269.7	10.4	4145	201.66	1.05	141.1	1	1
1403	1422	1	0	27971.6	12678.7	10.5	4211	277.14	0.90	137.3	1	1
1404	1423	1	0	7428.4	11676.1	9.3	3639	208.16	0.91	126.0	1	1
1405	1423	1	0	27848.2	12720.9	10.8	3237	155.12	1.13	131.0	1	1
1406	1426	1	0	6566.6	15221.5	17.5	1819	201.42	1.07	124.2	1	1
1407	1428	1	0	11060.0	14133.0	17.1	929	173.77	0.99	89.3	1	1
1408	1429	1	0	8852.9	29486.0	10.2	3565	216.78	1.13	128.3	1	1
1409	1435	1	0	10789.3	11632.7	13.1	3043	261.33	1.13	130.9	1	1
1410	1435	1	0	25219.3	16550.3	18.7	2228	233.76	1.15	136.9	1	1
1411	1436	1	0	8880.0	29504.5	13.0	2084	150.08	0.62	124.6	1	1
1412	1439	1	0	2551.2	18901.8	12.2	4120	403.95	1.60	133.3	1	1
1413	1440	1	0	7443.0	31457.8	11.5	2614	108.19	0.88	133.0	1	1
1414	1440	1	0	2384.3	19253.5	16.6	4673	592.94	1.56	155.8	1	1
1415	1441	1	0	2703.4	19366.1	7.1	5963	156.40	0.76	148.6	1	1
